,hour,longitude,latitude,value
0,0,118.7279,32.0287,29.0
1,0,118.7965,32.0337,13.5
2,0,118.8211,32.082,29.0
3,0,118.9402,32.1584,24.0
4,0,118.7904,32.0929,12.0
5,0,118.8086,31.9173,17.67
6,0,118.8924,32.0541,16.5
7,0,118.7645,31.9581,24.0
8,0,118.8167,31.9318,22.0
9,0,118.7628,32.021,41.2
10,0,118.7448,32.0364,23.5
11,0,118.7194,32.0518,42.5
12,0,118.7434,32.1445,35.0
13,0,118.7321,32.0005,18.75
14,0,118.6694,31.9139,73.0
15,0,118.8943,31.9231,24.0
16,0,118.706,32.1184,27.0
17,0,118.7308,32.1162,46.0
18,0,118.6883,32.111,11.0
19,0,118.7634,32.0889,9.0
20,0,118.8085,32.0396,18.0
21,0,118.725,32.1791,67.0
22,0,118.8506,31.9583,25.67
23,0,118.7864,32.0563,31.42
24,0,118.7308,32.1487,122.0
25,0,118.6418,32.0905,40.0
26,0,118.8203,32.0129,41.0
27,0,118.9127,31.9135,8.0
28,0,118.8058,31.9838,12.0
29,0,118.8782,32.1229,18.0
30,0,118.7526,32.2284,34.0
31,0,118.7806,31.9976,18.0
32,0,118.8685,32.0307,50.5
33,0,118.8161,32.3293,21.0
34,0,118.8404,31.962,10.0
35,0,118.7346,32.1308,9.0
36,0,118.7497,32.0983,18.0
37,0,118.7877,31.9536,8.0
38,0,118.9062,32.1327,18.0
39,0,118.8996,32.0935,6.12
40,0,118.8901,32.0977,10.33
41,0,118.7321,32.037,28.0
42,0,118.656,32.0695,64.0
43,0,118.8029,32.0921,14.0
44,0,118.7763,31.9826,8.75
45,0,118.8647,31.9662,80.5
46,0,118.7419,32.0198,24.0
47,0,118.941,32.1167,44.0
48,0,118.7901,32.0258,25.33
49,0,118.7804,32.068,32.0
50,0,118.8839,32.0847,22.0
51,0,118.7577,31.9795,36.0
52,0,118.7404,32.0075,26.83
53,0,118.9105,32.0904,13.5
54,0,118.8526,32.1131,10.0
55,0,118.7507,32.068,9.67
56,0,118.8705,31.9538,25.0
57,0,118.9336,32.1094,59.73
58,0,118.8763,31.7379,5.0
59,0,118.805,32.0111,18.33
60,0,118.9424,32.1267,23.5
61,0,118.8558,31.9301,174.0
62,0,118.8939,32.135,24.5
63,0,118.7767,32.0314,97.0
64,0,118.8495,32.3454,17.0
65,0,118.7235,32.0111,55.5
66,0,118.6402,32.0704,43.33
67,0,118.7708,32.0148,8.0
68,0,118.7959,31.9797,12.0
69,0,118.816,32.0671,51.0
