,hour,longitude,latitude,value
0,0,118.7634,32.06,50.0
1,0,118.7813,32.073,36.0
2,0,118.8829,32.1298,25.0
3,0,118.7755,32.006,21.0
4,0,118.8838,31.9454,17.0
5,0,118.8276,31.9712,43.0
6,0,118.7744,31.9818,111.0
7,0,118.7626,31.9949,22.0
8,0,118.8051,32.0601,50.0
9,0,118.9833,32.1217,10.0
10,0,118.7975,32.0165,30.0
11,0,118.8801,32.0215,38.0
12,0,118.7954,32.0282,75.0
13,0,118.7405,31.9863,13.0
14,0,118.7472,32.0929,28.0
15,0,118.8283,31.8754,36.0
16,0,118.8215,31.9398,95.0
17,0,118.7902,31.9149,95.0
18,0,118.8042,31.9761,43.0
19,0,118.8349,31.9196,77.0
20,0,118.8478,32.1267,10.0
21,0,118.805,32.0905,37.0
22,0,118.7926,32.0604,148.0
23,0,118.7739,32.0841,25.0
24,0,118.8158,32.0685,14.0
25,0,118.7839,32.0882,38.0
26,0,118.9165,31.9104,105.0
27,0,118.7428,32.027,41.0
28,0,118.9154,32.1207,10.0
29,0,118.641,32.0723,20.0
30,0,118.7529,32.0519,24.0
31,0,118.8935,32.0533,19.0
32,0,118.9841,32.1337,33.0
33,0,118.841,32.1128,32.0
34,0,118.8336,31.9022,39.0
35,0,118.8769,31.9655,36.0
36,0,118.789,32.0467,288.0
37,0,118.8423,32.0458,10.0
38,0,118.928,32.1085,2.0
39,0,118.737,32.1355,48.0
40,0,118.7993,31.9382,31.0
41,0,118.613,32.0449,9.0
42,0,119.0508,31.6574,50.0
43,0,118.8089,32.0394,111.0
44,0,118.8555,32.3602,29.0
45,0,118.7461,31.9965,108.0
46,0,118.7967,31.9072,35.0
47,0,118.7793,31.9962,37.0
48,0,118.7495,32.035,65.0
49,0,118.8586,31.9394,119.0
50,0,118.9122,32.0848,26.0
51,0,118.823,32.0763,20.0
52,0,118.7927,32.0824,56.0
53,0,118.7391,32.0514,22.0
54,0,118.733,32.0025,87.0
55,0,118.7737,32.0393,32.0
56,0,118.8993,32.0937,224.0
57,0,118.808,32.1094,15.0
58,0,118.7612,32.0931,10.0
59,0,118.7592,32.1032,65.0
60,0,118.8202,32.1012,21.0
61,0,118.8607,31.9567,21.0
62,0,118.818,32.0475,54.0
63,0,118.7618,32.046,11.0
64,0,118.6342,32.0599,34.0
65,0,118.8446,32.344,6.0
66,0,118.7789,32.051,34.0
67,0,118.704,32.0299,27.0
68,0,118.8914,32.1647,33.0
69,0,118.7117,32.1698,15.0
70,0,118.7482,32.0688,28.0
71,0,118.7277,32.0258,66.0
72,0,118.629,32.0492,6.0
73,1,118.8054,31.9913,10.0
74,1,118.6332,32.0609,12.0
75,1,118.7874,32.0269,92.0
76,1,118.8004,32.0043,20.0
77,1,118.8802,32.0169,22.0
78,1,118.9022,32.0619,68.0
79,1,118.8656,31.9715,10.0
80,1,118.7623,32.0894,10.0
81,1,118.641,32.0715,12.0
82,1,118.8554,31.9304,25.0
83,1,118.7905,31.9506,102.0
84,1,118.7424,31.9919,84.0
85,1,118.7645,31.9581,57.0
86,1,118.8338,31.9747,15.0
87,1,118.8383,31.8868,25.0
88,1,118.9419,32.1223,101.0
89,1,118.8757,32.1547,12.0
90,1,118.7719,32.0841,56.0
91,1,118.83,32.1063,12.0
92,1,118.8023,31.9354,45.0
93,1,118.7625,32.0337,42.0
94,1,118.7461,32.0693,10.0
95,1,118.7736,31.9856,36.0
96,1,118.7904,32.0669,29.0
97,1,118.7892,32.0476,90.0
98,1,118.8239,32.1218,10.0
99,1,118.8279,32.0476,15.0
100,1,118.9018,32.1619,22.0
101,1,118.8991,32.0919,154.0
102,1,118.8565,32.0365,188.0
103,1,118.7271,31.9942,53.0
104,1,118.8585,31.9395,22.0
105,1,118.8161,32.0302,22.0
106,1,118.7303,32.0092,46.0
107,1,118.7907,32.0574,116.0
108,1,118.7909,32.085,63.0
109,1,118.848,32.1087,10.0
110,1,118.777,32.0404,15.0
111,1,118.9115,32.0913,30.0
112,1,118.7744,32.0507,55.0
113,1,118.7887,31.9623,14.0
114,1,118.7267,31.9716,13.0
115,1,118.8099,32.0594,95.0
116,1,118.7479,32.1367,20.0
117,1,118.8887,32.0854,10.0
118,1,118.7386,32.0014,36.0
119,1,118.7712,32.0608,72.0
120,1,118.8223,32.078,16.0
121,1,118.8098,32.0488,61.0
122,1,118.7604,32.0458,31.0
123,1,118.8237,32.0125,33.0
124,1,118.8298,31.9511,7.0
125,1,118.8285,32.0331,19.0
126,2,118.641,32.0719,71.0
127,2,118.8502,32.0557,20.0
128,2,118.7944,32.0422,94.0
129,2,118.7691,32.0853,50.0
130,2,118.7391,32.0038,24.0
131,2,118.825,32.0456,27.0
132,2,118.7909,32.0292,52.0
133,2,118.8213,32.0719,41.0
134,2,118.7836,32.0491,191.0
135,2,118.7739,31.9842,50.0
136,2,118.8377,31.9364,44.0
137,2,118.8202,32.0374,46.0
138,2,118.7729,32.0098,10.0
139,2,118.7453,32.0576,16.0
140,2,118.7994,31.938,21.0
141,2,118.7846,32.0876,60.0
142,2,118.7601,32.0325,11.0
143,2,118.8306,31.8765,10.0
144,2,118.802,32.0207,34.0
145,2,118.7776,32.0984,20.0
146,2,118.8008,32.0518,41.0
147,2,118.9137,32.0989,10.0
148,2,118.8158,32.0963,16.0
149,2,118.7801,32.0404,11.0
150,2,118.7844,32.0754,21.0
151,2,118.9102,32.0899,20.0
152,2,118.8818,31.9405,11.0
153,2,118.8043,32.0631,28.0
154,2,118.9251,32.1152,10.0
155,2,118.7448,32.0364,24.0
156,2,118.9021,31.889,64.0
157,2,118.7915,32.0566,58.0
158,3,118.7406,31.9619,50.0
159,3,118.7798,32.0573,37.0
160,3,118.7774,32.048,28.0
161,3,118.8282,32.0513,10.0
162,3,118.7324,32.0026,32.0
163,3,118.8183,32.1231,42.0
164,3,118.8163,32.1059,13.0
165,3,118.8114,31.9885,17.0
166,3,118.7889,32.0675,123.0
