,hour,longitude,latitude,value
0,0,118.8211,32.082,21.0
1,0,118.8391,31.9155,10.0
2,0,118.9105,32.0904,10.0
3,0,118.7864,32.0563,205.0
4,0,118.7804,32.068,88.0
5,0,118.9336,32.1094,49.0
6,0,118.8924,32.0541,37.0
7,0,118.7279,32.0287,23.0
8,0,118.7767,32.0314,12.0
9,0,118.8526,32.1131,29.0
10,0,118.7708,32.0148,13.0
11,0,118.656,32.0695,7.0
12,0,118.8174,32.1247,10.0
13,0,118.8901,32.0977,50.0
14,0,118.7779,32.0461,53.0
15,0,118.8685,32.0307,10.0
16,0,118.7497,32.0983,21.0
17,0,118.7763,31.9826,145.0
18,0,118.8577,32.0233,43.0
19,0,118.8203,32.0129,15.0
20,0,118.8495,32.3454,6.0
21,0,118.8264,31.9585,66.0
22,0,118.7587,32.0524,29.0
23,0,118.6485,32.0612,72.0
24,0,118.9143,32.1449,36.0
25,0,118.8031,32.0523,117.0
26,0,118.7601,32.0423,66.0
27,0,118.8389,32.1052,11.0
28,0,118.8506,31.9583,41.0
29,0,118.7321,32.0005,47.0
30,0,118.7404,32.0075,142.0
31,0,118.7434,32.1445,32.0
32,0,118.7645,31.9581,36.0
33,0,118.8916,32.1622,14.0
34,0,118.7965,31.9193,27.0
35,0,118.7634,32.0889,48.0
36,0,118.7448,32.0364,44.0
37,0,118.7766,32.0769,23.0
38,0,118.725,31.9858,30.0
39,0,118.8551,32.3556,10.0
40,0,118.8939,32.135,10.0
41,0,118.8085,32.0396,89.0
42,0,118.6402,32.0704,12.0
43,0,118.8996,32.0935,342.0
44,0,118.8647,31.9662,10.0
45,0,118.8672,32.0995,15.0
46,0,118.9127,31.9135,26.0
47,0,118.7946,32.0715,72.0
48,0,118.8404,31.962,17.0
49,0,118.6308,32.05,7.0
50,0,118.7881,32.0434,436.0
51,0,118.7877,31.9536,44.0
52,0,118.706,32.1184,33.0
53,0,118.7743,32.0923,60.0
54,0,118.805,32.0111,67.0
55,0,118.8782,32.1229,10.0
56,0,118.816,32.0671,21.0
57,0,118.941,32.1167,37.0
58,0,118.7628,32.021,97.0
59,0,118.7901,32.0258,10.0
60,0,118.8377,32.0493,30.0
61,0,118.8167,31.9318,53.0
62,0,118.7519,32.0868,10.0
63,0,118.8086,31.9173,45.0
64,0,118.7904,32.0929,10.0
65,0,118.7965,32.0337,45.0
66,0,118.7419,32.0198,22.0
67,0,118.7442,31.996,96.0
68,0,118.7235,32.0111,10.0
69,0,118.7507,32.068,41.0
70,0,118.7806,31.9976,34.0
71,0,118.7907,32.0827,76.0
72,1,118.7459,32.0084,10.0
73,1,118.7572,32.0817,27.0
74,1,118.7948,32.1199,12.0
75,1,118.8531,31.928,11.0
76,1,118.9096,32.0907,40.0
77,1,118.8037,32.0,20.0
78,1,118.7687,32.1115,15.0
79,1,118.762,32.0259,19.0
80,1,118.7719,32.0908,38.0
81,1,118.8236,32.1098,11.0
82,1,118.8786,31.7401,149.0
83,1,118.9223,32.1008,10.0
84,1,118.8008,32.0467,250.0
85,1,118.9359,32.1285,14.0
86,1,118.7495,32.1704,53.0
87,1,118.787,32.0697,140.0
88,1,118.7979,31.9141,46.0
89,1,118.805,32.1074,37.0
90,1,118.8103,32.0083,21.0
91,1,118.7959,32.056,10.0
92,1,118.6307,32.0756,14.0
93,1,118.7844,32.0893,46.0
94,1,118.7957,31.9809,13.0
95,1,118.7844,32.0295,71.0
96,1,118.828,32.0453,21.0
97,1,118.7775,32.0984,46.0
98,1,118.8661,31.793,50.0
99,1,118.7486,32.0636,20.0
100,1,118.7501,32.0376,49.0
101,1,118.7788,32.0534,123.0
102,1,118.7794,31.981,40.0
103,1,118.7622,32.0996,46.0
104,1,118.722,31.9719,32.0
105,1,118.7848,32.043,72.0
106,1,118.7971,32.0299,38.0
107,1,118.8852,32.1264,26.0
108,1,118.8995,32.0936,56.0
109,1,118.9368,32.1515,53.0
110,1,118.8268,32.1346,15.0
111,1,118.7901,32.0799,39.0
112,1,118.7417,31.9881,21.0
113,1,118.951,32.1401,46.0
114,1,118.8106,32.0532,10.0
